file,mean_rms_db,median_rms_db,std_rms_db,silence_ratio,num_frames,sr
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0109_0003.wav,-39.485042572021484,-25.777828216552734,31.513586044311523,0.31815626756604837,1779,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0109_0004.wav,-42.586341857910156,-23.516796112060547,38.16037368774414,0.32327919566898683,1293,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0109_0005.wav,-39.09175109863281,-23.322616577148438,34.63228988647461,0.2841121495327103,1605,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0109_0007.wav,-37.01792526245117,-22.119552612304688,33.324668884277344,0.2555610479485912,2023,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0109_0008.wav,-42.654964447021484,-24.136966705322266,40.52522659301758,0.30522088353413657,1743,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0109_0009.wav,-36.36891174316406,-22.24677848815918,30.595293045043945,0.2799806576402321,2068,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0110_0001.wav,-44.67319869995117,-31.99258804321289,35.9725227355957,0.36482084690553745,1535,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0110_0003.wav,-53.253257751464844,-34.96049499511719,47.83735656738281,0.4270639354438237,1611,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0110_0004.wav,-48.752994537353516,-34.448890686035156,42.614341735839844,0.40955631399317405,1758,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0110_0005.wav,-45.114933013916016,-33.06299591064453,37.50401306152344,0.41161223431829963,1929,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0110_0006.wav,-46.37028503417969,-35.23112487792969,36.239871978759766,0.41030534351145037,1572,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0110_0007.wav,-40.39076614379883,-27.905643463134766,30.794422149658203,0.33977066988533494,1657,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0110_0008.wav,-47.110599517822266,-34.197898864746094,37.306949615478516,0.3965381589299764,1271,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0110_0009.wav,-44.56893539428711,-34.37656021118164,33.210487365722656,0.4164572864321608,1592,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0111_0001.wav,-42.02229690551758,-28.33595085144043,30.06504249572754,0.258391881342701,1281,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0111_0002.wav,-46.19240951538086,-29.728153228759766,34.215431213378906,0.3197378004369993,1373,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0111_0003.wav,-43.14967727661133,-29.196977615356445,31.23956298828125,0.271518544436669,1429,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0111_0004.wav,-45.93661117553711,-30.741806030273438,34.5536003112793,0.2943754565376187,1369,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0111_0005.wav,-43.125083923339844,-30.247573852539062,29.953210830688477,0.2727272727272727,1375,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0111_0007.wav,-45.44022750854492,-32.39023971557617,29.78520393371582,0.3075889858965749,1489,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0111_0008.wav,-45.33137130737305,-32.31901550292969,29.804141998291016,0.296137339055794,1398,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0111_0009.wav,-45.90883255004883,-31.91530990600586,34.560848236083984,0.27802690582959644,1561,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0112_0001.wav,-43.493961334228516,-31.283462524414062,27.59138298034668,0.2997097242380261,1378,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0112_0002.wav,-40.993896484375,-30.723491668701172,24.933977127075195,0.28840820854132004,1803,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0112_0003.wav,-43.57461166381836,-31.50617218017578,27.669837951660156,0.3091988130563798,1685,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0112_0005.wav,-42.938411712646484,-31.044763565063477,26.232852935791016,0.3092324805339266,1798,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0112_0006.wav,-44.218605041503906,-32.490718841552734,25.677412033081055,0.3170731707317073,1722,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0112_0007.wav,-41.81696319580078,-29.73687171936035,26.480823516845703,0.2862129144851658,1719,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0112_0008.wav,-41.0261116027832,-30.78080940246582,25.297922134399414,0.2710230316014997,1867,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0112_0009.wav,-43.392677307128906,-31.774425506591797,26.208595275878906,0.30902527075812275,1385,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0113_0002.wav,-44.3953857421875,-30.31989288330078,27.739768981933594,0.28892455858747995,1246,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0113_0003.wav,-46.880516052246094,-31.913162231445312,27.762903213500977,0.3118556701030928,1164,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0113_0004.wav,-46.502986907958984,-32.12154769897461,27.547157287597656,0.31983805668016196,1235,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0113_0005.wav,-42.02214813232422,-30.254379272460938,25.19243049621582,0.2556390977443609,1729,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0113_0007.wav,-42.00407028198242,-27.932546615600586,28.13585090637207,0.2756797583081571,1324,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0113_0008.wav,-42.51274490356445,-29.036773681640625,26.9840087890625,0.2804195804195804,1430,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0113_0009.wav,-42.47258377075195,-29.50127601623535,27.200876235961914,0.27176220806794055,1413,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0114_0001.wav,-48.541481018066406,-30.849838256835938,37.362098693847656,0.312807881773399,1218,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0114_0002.wav,-45.7249755859375,-31.561023712158203,30.739761352539062,0.2778688524590164,1220,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0114_0003.wav,-46.9896354675293,-31.94686508178711,35.82524490356445,0.2835083384805435,1619,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0114_0004.wav,-46.31148910522461,-32.16872787475586,28.573654174804688,0.31022823330515636,1183,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0114_0005.wav,-44.31595230102539,-31.135623931884766,29.636093139648438,0.2900369003690037,1355,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0114_0006.wav,-45.47041702270508,-31.298660278320312,31.84474754333496,0.2860377358490566,1325,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0114_0007.wav,-45.22256851196289,-32.900390625,28.863544464111328,0.28172942817294283,1434,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0114_0008.wav,-44.65176010131836,-32.722782135009766,28.42511749267578,0.2937780628608082,1559,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0115_0001.wav,-42.88310241699219,-31.111194610595703,28.566747665405273,0.27291381668946646,1462,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0115_0004.wav,-43.796043395996094,-30.114145278930664,30.47140884399414,0.2870708546384222,1369,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0115_0005.wav,-42.410884857177734,-28.37377166748047,29.066314697265625,0.28309741881765194,1201,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0115_0006.wav,-43.03690719604492,-27.998119354248047,28.92596435546875,0.29838709677419356,1116,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0115_0007.wav,-44.41352844238281,-29.44983673095703,33.274471282958984,0.28367783321454026,1403,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0115_0008.wav,-40.700721740722656,-28.598094940185547,26.901042938232422,0.26506024096385544,1577,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0115_0009.wav,-41.25337600708008,-28.03983497619629,28.21982765197754,0.2616679418515685,1307,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0116_0001.wav,-48.19378662109375,-35.526145935058594,29.752870559692383,0.3902439024390244,1230,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0116_0003.wav,-44.721675872802734,-34.15910720825195,28.55398178100586,0.34499726626571897,1829,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0116_0004.wav,-43.761383056640625,-31.60823631286621,30.181137084960938,0.3111653447223917,1639,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0116_0005.wav,-43.46694564819336,-32.37828826904297,28.293739318847656,0.3358988455195162,1819,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0116_0006.wav,-47.15763473510742,-31.396251678466797,37.36119079589844,0.3080168776371308,1422,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0116_0007.wav,-43.40310287475586,-32.307594299316406,29.137855529785156,0.3225806451612903,1798,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0116_0008.wav,-42.8145637512207,-32.287925720214844,27.583541870117188,0.3410054512416717,1651,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0116_0009.wav,-43.702205657958984,-33.40160369873047,27.382423400878906,0.36600496277915634,1612,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0117_0001.wav,-38.679832458496094,-26.912029266357422,26.84076690673828,0.23766504517025713,1439,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0117_0002.wav,-41.28978729248047,-27.281963348388672,30.104158401489258,0.2637633525061627,1217,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0117_0003.wav,-38.39182662963867,-26.33763313293457,29.915281295776367,0.21334172435494023,1589,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0117_0004.wav,-40.19805908203125,-27.37581443786621,28.90358543395996,0.24862745098039216,1275,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0117_0005.wav,-41.05916976928711,-27.070667266845703,30.20273780822754,0.252373417721519,1264,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0117_0006.wav,-39.35663986206055,-26.808700561523438,29.148534774780273,0.2271746944644141,1391,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0117_0008.wav,-40.273475646972656,-26.65484046936035,32.643333435058594,0.23289315726290516,1666,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0117_0009.wav,-39.720497131347656,-27.102792739868164,28.6747989654541,0.23377529658060014,1433,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0119_0001.wav,-42.46636199951172,-31.25539779663086,25.80428695678711,0.36268656716417913,1340,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0119_0004.wav,-44.79054260253906,-32.05835723876953,29.345504760742188,0.34725634725634724,1221,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0119_0005.wav,-39.271297454833984,-28.23349952697754,25.372745513916016,0.25703254274682846,1813,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0119_0006.wav,-44.01314926147461,-32.0222282409668,29.137889862060547,0.3762855414398064,1653,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0119_0007.wav,-44.44957733154297,-32.176082611083984,29.92179298400879,0.3224610822831727,1349,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0119_0008.wav,-42.545955657958984,-29.44760513305664,28.964895248413086,0.32422717469446444,1391,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0119_0009.wav,-40.80847930908203,-29.801179885864258,25.97579574584961,0.31463990554899646,1694,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0120_0001.wav,-39.05939865112305,-26.6202392578125,26.290386199951172,0.2506578947368421,1520,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0120_0002.wav,-41.60038757324219,-28.317420959472656,30.392396926879883,0.28109137055837563,1576,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0120_0003.wav,-41.728858947753906,-27.857585906982422,28.128564834594727,0.2938530734632684,1334,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0120_0004.wav,-42.491859436035156,-26.89854621887207,33.011112213134766,0.2773998488284203,1323,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0120_0006.wav,-40.11323928833008,-27.311058044433594,30.28483772277832,0.25696908261530665,1973,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0120_0007.wav,-42.44474792480469,-28.301916122436523,30.56268310546875,0.27575522850503487,1291,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0120_0009.wav,-41.779300689697266,-28.9888858795166,26.125686645507812,0.27994227994227994,1386,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0121_0001.wav,-44.863468170166016,-34.70404052734375,23.483713150024414,0.4,1435,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0121_0002.wav,-42.456356048583984,-32.839149475097656,22.455272674560547,0.340625,1600,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0121_0003.wav,-43.36577606201172,-33.49955749511719,21.805139541625977,0.3748792270531401,2070,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0121_0004.wav,-47.12312316894531,-31.872365951538086,27.440454483032227,0.40044493882091214,899,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0121_0005.wav,-42.86796951293945,-32.73844909667969,22.507068634033203,0.36950146627565983,1705,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0121_0006.wav,-43.95084762573242,-33.93714141845703,22.487751007080078,0.3911830357142857,1792,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0121_0007.wav,-43.74502182006836,-34.313106536865234,21.958003997802734,0.3864447086801427,1682,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0121_0008.wav,-42.888465881347656,-34.254005432128906,21.188138961791992,0.38711194731890874,2126,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0121_0009.wav,-43.755653381347656,-33.614013671875,22.695724487304688,0.3720787207872079,1626,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0122_0001.wav,-47.43305587768555,-38.6146125793457,21.044097900390625,0.45390070921985815,1551,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0122_0002.wav,-47.961456298828125,-38.58852005004883,22.27980613708496,0.4526823387582881,1659,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0122_0003.wav,-47.67382049560547,-40.10200500488281,21.680849075317383,0.5019354838709678,1550,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0122_0004.wav,-48.083160400390625,-38.71857452392578,23.721874237060547,0.4672818791946309,1192,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0122_0005.wav,-47.62987518310547,-39.082916259765625,23.582321166992188,0.47313432835820896,1340,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0122_0006.wav,-48.01715087890625,-39.5650520324707,22.99757194519043,0.4875659382064808,1327,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0122_0007.wav,-48.886268615722656,-40.268890380859375,24.841833114624023,0.5073409461663948,1226,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0122_0008.wav,-45.6990966796875,-35.76649475097656,24.535783767700195,0.43201133144475923,1412,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0122_0009.wav,-43.05900573730469,-34.40725326538086,23.9838924407959,0.39590218109715797,1513,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0123_0001.wav,-45.22085189819336,-37.16539764404297,20.854711532592773,0.4111990950226244,1768,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0123_0003.wav,-44.00148391723633,-34.373130798339844,22.059226989746094,0.37431527693244065,1643,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0123_0004.wav,-44.88855743408203,-34.85334777832031,23.808748245239258,0.3872053872053872,1188,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0123_0005.wav,-42.571842193603516,-32.125919342041016,23.794574737548828,0.3347794649313087,1383,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0123_0006.wav,-41.507686614990234,-32.561256408691406,22.095815658569336,0.3441933788754598,1903,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0123_0007.wav,-41.24881362915039,-32.329708099365234,22.10184097290039,0.34196586227192466,1699,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0123_0008.wav,-42.22633361816406,-32.53627014160156,22.41568946838379,0.3601321585903084,1816,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0123_0009.wav,-42.69905090332031,-32.28759002685547,24.129112243652344,0.34191176470588236,1360,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0124_0002.wav,-46.65663146972656,-39.08889389038086,24.089052200317383,0.49013878743608474,1369,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0124_0003.wav,-42.693031311035156,-33.06980895996094,23.94758415222168,0.37739590218109714,1513,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0124_0005.wav,-43.45777130126953,-35.79405975341797,23.96320152282715,0.43015983321751217,1439,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0124_0006.wav,-41.961849212646484,-33.49335479736328,23.20614242553711,0.40171858216971,1862,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0124_0007.wav,-44.97813415527344,-38.874053955078125,23.0662899017334,0.4797794117647059,1632,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0124_0009.wav,-50.71403503417969,-43.98969650268555,20.24049949645996,0.6084223758642363,1591,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0125_0001.wav,-45.7297248840332,-34.80645751953125,24.727108001708984,0.4100456621004566,1095,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0125_0002.wav,-40.07369613647461,-30.388660430908203,24.691179275512695,0.3524229074889868,1589,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0125_0003.wav,-38.79252243041992,-29.949832916259766,24.17189598083496,0.32546583850931676,1610,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0125_0005.wav,-39.46885681152344,-27.653005599975586,26.94013214111328,0.3012448132780083,1205,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0125_0006.wav,-42.14203643798828,-30.274118423461914,26.61650848388672,0.3663716814159292,1130,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0125_0007.wav,-39.71089172363281,-29.249927520751953,24.870201110839844,0.3713784021071115,2278,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0125_0008.wav,-41.80366897583008,-28.24413299560547,28.432985305786133,0.3694915254237288,1180,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0125_0009.wav,-41.284263610839844,-30.213451385498047,25.9698429107666,0.35014409221902015,1388,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0126_0001.wav,-46.04458999633789,-38.84425354003906,26.956254959106445,0.4780621572212066,1094,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0126_0002.wav,-41.90857696533203,-34.140899658203125,25.26061248779297,0.364177131526768,1513,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0126_0003.wav,-41.92652893066406,-34.666160583496094,24.601099014282227,0.41346153846153844,1664,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0126_0004.wav,-42.96992492675781,-35.66254806518555,24.515914916992188,0.42673206621704474,1631,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0126_0005.wav,-44.17671203613281,-35.822410583496094,25.63916015625,0.4243759177679883,1362,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0126_0006.wav,-42.21730422973633,-33.69291687011719,26.20577621459961,0.38263229308005425,1474,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0126_0008.wav,-43.43026351928711,-34.232818603515625,25.839494705200195,0.4023285899094437,1546,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0126_0009.wav,-41.81967544555664,-33.467620849609375,25.14248275756836,0.3754764930114358,1574,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0127_0001.wav,-40.03782653808594,-29.917423248291016,24.41840171813965,0.33626097867001253,1594,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0127_0002.wav,-40.27851104736328,-29.138452529907227,25.346466064453125,0.3395739186571982,1549,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0127_0003.wav,-38.79250717163086,-27.644323348999023,25.12657356262207,0.29763560500695413,1438,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0127_0004.wav,-40.031368255615234,-28.669523239135742,24.945608139038086,0.3304054054054054,1480,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0127_0005.wav,-40.36616134643555,-29.18999671936035,25.35984992980957,0.360381861575179,1676,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0127_0006.wav,-38.06816864013672,-26.43010139465332,25.884674072265625,0.30352112676056336,1420,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0127_0007.wav,-38.31330871582031,-27.32992935180664,24.977739334106445,0.3103037522334723,1679,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0127_0008.wav,-40.63794708251953,-30.611446380615234,24.247779846191406,0.3672032193158954,1988,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0129_0001.wav,-43.37055587768555,-30.90334129333496,27.585689544677734,0.3660555884092253,1691,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0129_0002.wav,-46.29698944091797,-33.45753479003906,28.132450103759766,0.40932060640089835,1781,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0129_0004.wav,-43.027488708496094,-28.773578643798828,29.926454544067383,0.3626373626373626,1456,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0129_0005.wav,-43.961769104003906,-28.403541564941406,29.816492080688477,0.3635334088335221,1766,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0129_0007.wav,-41.81260299682617,-29.809078216552734,26.73077964782715,0.35261845386533663,2005,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0129_0008.wav,-45.04949951171875,-29.503231048583984,29.388032913208008,0.3753280839895013,1524,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0129_0009.wav,-42.805572509765625,-29.129920959472656,28.19552230834961,0.34168057874234836,1797,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0130_0001.wav,-53.683467864990234,-47.73391342163086,20.012725830078125,0.6808813077469794,1407,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0130_0003.wav,-51.14219284057617,-45.084877014160156,22.830123901367188,0.5520361990950227,1326,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0130_0004.wav,-51.23594284057617,-48.295257568359375,21.633073806762695,0.5891341256366723,1767,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0130_0007.wav,-48.61203384399414,-45.98523712158203,23.102312088012695,0.5452951490356517,1711,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0130_0008.wav,-47.33454895019531,-39.82904052734375,23.418785095214844,0.49899665551839467,1495,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0130_0009.wav,-49.898197174072266,-45.44386291503906,22.39287567138672,0.5494636471990465,1678,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0131_0002.wav,-48.569271087646484,-36.30784606933594,25.99484634399414,0.4053231939163498,1315,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0131_0003.wav,-47.488197326660156,-35.936763763427734,24.847890853881836,0.3942446043165468,1390,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0131_0004.wav,-49.260948181152344,-36.08896255493164,27.94322967529297,0.40482954545454547,1408,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0131_0005.wav,-47.72958755493164,-34.98381805419922,28.056406021118164,0.37373053486797564,1477,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0131_0006.wav,-49.37734603881836,-35.60961151123047,30.048507690429688,0.3961566888396157,1353,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0131_0007.wav,-46.80705261230469,-33.99344253540039,29.64290428161621,0.35860250494396834,1517,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0131_0008.wav,-45.983280181884766,-32.757225036621094,27.386627197265625,0.3371805441055235,1213,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0131_0009.wav,-46.73830032348633,-33.61322784423828,31.07630729675293,0.3417290673927842,1469,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0132_0001.wav,-44.122650146484375,-32.73444366455078,27.367860794067383,0.2669971671388102,1412,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0132_0002.wav,-46.034156799316406,-32.36968231201172,30.168066024780273,0.2883181441590721,1207,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0132_0003.wav,-44.88571548461914,-32.31279754638672,29.72077178955078,0.2859135285913529,1434,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0132_0004.wav,-45.402793884277344,-31.981155395507812,30.29395866394043,0.2904318374259102,1181,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0132_0005.wav,-44.045654296875,-32.53422164916992,28.77979278564453,0.28211749515816653,1549,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0132_0006.wav,-43.2281608581543,-33.76860809326172,24.909122467041016,0.26753048780487804,1312,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0132_0007.wav,-43.32084274291992,-32.54014587402344,27.866432189941406,0.26429567642956764,1434,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0132_0008.wav,-45.861446380615234,-32.2275390625,34.83952713012695,0.2917951881554596,1621,16000
HD-Track2-train\HD-Track2-train-en\Negation or Dissatisfaction\0132_0009.wav,-44.58885192871094,-35.44830322265625,23.47266960144043,0.32549857549857547,1404,16000
